source,target,value
"FLUIDRA, S.A.","PLANES CORTS, ELOY",1
"FLUIDRA, S.A.","PLANES VILA, JUAN",1
"FLUIDRA, S.A.","SERRA DUFFO, OSCAR",1
"FLUIDRA, S.A.","SON LEONG, KAM",1
"BIOSEARCH, S.A.","ANTUÑA RODRIGUEZ, AURELIO",1
"BIOSEARCH, S.A.","BOUTRY , ERICK",1
"BIOSEARCH, S.A.","CEREZUELA RODRIGUEZ, JOSE",1
"BIOSEARCH, S.A.","DE LEON MOLINARI, JOSE MARIA",2
"BIOSEARCH, S.A.","GOMEZ DE BAEZA TINTURE, PEDRO ANTONIO",1
"BIOSEARCH, S.A.","LATRON , CHRISTOPHE",1
"BIOSEARCH, S.A.","MARTINEZ DE LA ESCALERA ALVAREZ, ISIDORO",1
"BIOSEARCH, S.A.","PEREZ ALVAREZ, MIGUEL ANGEL",1
"BIOSEARCH, S.A.","ROLDAN AGUILAR, LAUREANO",2
"GRUPO TAVEX, S.A.","AFFONSO FERREIRA, GUILHERME",1
"GRUPO TAVEX, S.A.","GARCIA DE SOUZA, MARCIO",1
"GRUPO TAVEX, S.A.","IBERFOMENTO SA SCR BAJA 18.11.05",4
"GRUPO TAVEX, S.A.","MORALES CESPEDE, FRANCISCO SILVERIO",1
"GRUPO TAVEX, S.A.","REUTER-DOMENECH , ALBRECHT CURT",1
"GRUPO TAVEX, S.A.","SCHMID , HERBERT",1
"GRUPO TAVEX, S.A.","VEGA DE SEOANE AZPILICUETA, JAVIER",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","ARIZCORRETA GARCIA, ANDRES",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","ARKONADA ETXARRI, LUIS MIGUEL",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","ARRESE ARRATIBEL, FERMIN",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","ARRIETA SUDUPE, JUAN JOSE",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","BAZTARRICA GARIJO, JOSE MARIA",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","BERROETA ECHEVARRIA, JOSE IGNACIO",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","DE LA RICA BASAGOITI, JOSE",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","GARAIALDE MAIZTEGUI, XABIER",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","KUTXABANK, S.A",1
"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A","LEGARDA ZARAGÜETA, ALEJANDRO",2
"CIE AUTOMOTIVE, S.A.","ADDVALIA CAPITAL, S.A.",2
"CIE AUTOMOTIVE, S.A.","AUSTRAL B.V.",3
"CIE AUTOMOTIVE, S.A.","COMPAÑIA ANDALUZA DE RENTAS E INVERSIONES, S.A.",1
"CIE AUTOMOTIVE, S.A.","CORPORACION GESTAMP, S.L.",1
"CIE AUTOMOTIVE, S.A.","DEL RIO SANZ DE ACEDO, FERMIN",1
"CIE AUTOMOTIVE, S.A.","ELIDOZA PROMOCION DE EMPRESAS, S.L.",1
"CIE AUTOMOTIVE, S.A.","HERRERA BARANDIARAN, JESUS MARIA",1
"CIE AUTOMOTIVE, S.A.","OCHOA CRESPO, ANGEL",1
"CIE AUTOMOTIVE, S.A.","PRADERA JAUREGUI, ANTONIO MARIA",1
"CIE AUTOMOTIVE, S.A.","QMC DIRECTORSHIPS, S.L.",3
"CIE AUTOMOTIVE, S.A.","RIBERAS MERA, FRANCISCO J.",1
"CIE AUTOMOTIVE, S.A.","RIBERAS MERA, JUAN MARIA",1
"CIE AUTOMOTIVE, S.A.","SOLCHAGA CATALA, CARLOS",3
"URBAR INGENIEROS, S.A.","COMPAÑIA DE INVERSIONES EUROPA HOLDING ESPAÑA",1
"URBAR INGENIEROS, S.A.","ESCRIBESE GARCIA, JOSE",1
"URBAR INGENIEROS, S.A.","GILART GONZALEZ, OLGA",1
"URBAR INGENIEROS, S.A.","INVERSIONES RIBERA DEL TAJO, S.L.",1
"URBAR INGENIEROS, S.A.","SALAMA FALABELLA, RAFAEL",1
"URBAR INGENIEROS, S.A.","SANZ DE ACEDO LAMBOTTE, GONZALO",1
"URBAR INGENIEROS, S.A.","TRONCOSO CONLIN, PILAR",1
"IBERPAPEL GESTION, S.A.","BASTERRA LARROUDE, NESTOR",2
"IBERPAPEL GESTION, S.A.","ECHEVARRIA CANALES, IÑIGO",1
"IBERPAPEL GESTION, S.A.","ERRAZTI NAVARRO, BALTASAR",1
"IBERPAPEL GESTION, S.A.","GONZALEZ DEL VALLE CHAVARRI, MARTIN MARIA",1
"IBERPAPEL GESTION, S.A.","GUIBERT UCIN, MARIA LUISA",1
"IBERPAPEL GESTION, S.A.","MARTINEZ PEÑALBA, IÑAKI",1
"IBERPAPEL GESTION, S.A.","SANSINENEA URBISTONDO, GABRIEL",1
"IBERPAPEL GESTION, S.A.","USANDIZAGA ARANZADI, IÑAKI",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","BARDAJI MUÑOZ, LUIS ANTONIO",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","CARAZO GONZALEZ, INOCENCIO",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","DEL VALLE ALONSO, ANTONIO JOSE",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","DEL VALLE ALONSO, ARTURO",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","DEL VALLE JOVER, AURELIO",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","DEL VALLE MONSALVE, FRANCISCO JAVIER",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","MANZANARES SANCHEZ, MARIA DEL CARMEN",1
"SOCIEDAD ANONIMA HULLERA VASCO-LEONESA","ZAPICO DIEZ, FRANCISCO JAVIER",1
"BODEGAS RIOJANAS, S.A.","BANCO DE VALENCIA, S.A.",1
"BODEGAS RIOJANAS, S.A.","BEZARES MUNILLA, ELADIO",2
"BODEGAS RIOJANAS, S.A.","CATALAN FRIAS, MARIA JOSE",1
"BODEGAS RIOJANAS, S.A.","FRIAS MONJE, SANTIAGO",1
"BODEGAS RIOJANAS, S.A.","FRIMON INVERSIONES Y ASESORAMIENTO, S.L.",1
"BODEGAS RIOJANAS, S.A.","GOMEZ BORRERO, JOSE CARLOS",1
"BODEGAS RIOJANAS, S.A.","INFAZAR, S.L.",1
"BODEGAS RIOJANAS, S.A.","NALDA FRIAS, FELIPE",1
"BODEGAS RIOJANAS, S.A.","VAN GESTION Y ASESORAMIENTO EMPRESARIAL, S.L.",1
"BANCO ESPAÑOL DE CREDITO, S.A.","BASAGOITI GARCIA-TUÑON, ANTONIO",2
"BANCO ESPAÑOL DE CREDITO, S.A.","CORRAL LOPE, JOSE",1
"BANCO ESPAÑOL DE CREDITO, S.A.","DELIBES LINIERS, JUAN MANUEL",2
"BANCO ESPAÑOL DE CREDITO, S.A.","FUSTER VAN BENDEGEM, JOSE MARIA",1
"BANCO ESPAÑOL DE CREDITO, S.A.","GARCIA CANTERA, JOSE",1
"BANCO ESPAÑOL DE CREDITO, S.A.","GARCIA GARCIA, ROSA MARIA",2
"BANCO ESPAÑOL DE CREDITO, S.A.","GUITARD MARIN, JUAN",1
"BANCO ESPAÑOL DE CREDITO, S.A.","LIBANO DAURELLA, ALFONSO",1
"BANCO ESPAÑOL DE CREDITO, S.A.","LOPEZ COMBARROS, JOSE LUIS",1
"BANCO ESPAÑOL DE CREDITO, S.A.","RODRIGUEZ INCIARTE, MATIAS PEDRO",2
"BANCO ESPAÑOL DE CREDITO, S.A.","SABANZA TERUEL, CARLOS",1
"BANCO ESPAÑOL DE CREDITO, S.A.","SAGARDOY BENGOECHEA, JUAN ANTONIO",1
"BANCO ESPAÑOL DE CREDITO, S.A.","SALAZAR-SIMPSON BOS, LUIS ALBERTO",1
"BANCO ESPAÑOL DE CREDITO, S.A.","SAN FELIX GARCIA, JAVIER",1
"BANCO POPULAR ESPAÑOL, S.A.","ALLIANZ SE",1
"BANCO POPULAR ESPAÑOL, S.A.","APARICIO VALLS, FRANCISCO MARIA",1
"BANCO POPULAR ESPAÑOL, S.A.","ARIAS MOSQUERA, JOSE MARIA",1
"BANCO POPULAR ESPAÑOL, S.A.","FERREIRA DE AMORIN, AMERICO",2
"BANCO POPULAR ESPAÑOL, S.A.","FRADIN , ALAIN",1
"BANCO POPULAR ESPAÑOL, S.A.","FUNDACION PEDRO BARRIE DE LA MAZA",1
"BANCO POPULAR ESPAÑOL, S.A.","GOMEZ MARTIN, FRANCISCO",1
"BANCO POPULAR ESPAÑOL, S.A.","HERRANDO PRAT DE LA RIBA, LUIS",1
"BANCO POPULAR ESPAÑOL, S.A.","HIGUERA MONTEJO, ROBERTO",1
"BANCO POPULAR ESPAÑOL, S.A.","MAIANCA INVERSION, S.L.",1
"BANCO POPULAR ESPAÑOL, S.A.","MOLINS LOPEZ-RODO, ANA Mª",1
"BANCO POPULAR ESPAÑOL, S.A.","OROVIOGOICOECHEA ORTEGA, JORGE",1
"BANCO POPULAR ESPAÑOL, S.A.","REVOREDO DELVECCHIO, HELENA IRENE",3
"BANCO POPULAR ESPAÑOL, S.A.","RODRIGUEZ GARCIA, JOSE RAMON",1
"BANCO POPULAR ESPAÑOL, S.A.","RON GÜIMIL, ANGEL CARLOS",1
"BANCO POPULAR ESPAÑOL, S.A.","SINDICATURA DE ACCIONISTAS BCO.POPULAR ESPAÑOL, S.A",1
"BANCO POPULAR ESPAÑOL, S.A.","TARDIO BARUTEL, VICENTE",1
"BANCO POPULAR ESPAÑOL, S.A.","UNION EUROPEA DE INVERSIONES, S.A.",1
"DURO FELGUERA, S.A.","CONSTRUCCIONES OBRAS INTEGRALES NORTEÑAS, S.L.",1
"DURO FELGUERA, S.A.","DEL VALLES SUAREZ, ANGEL ANTONIO",1
"DURO FELGUERA, S.A.","INVERSIONES EL PILES, S.L.",1
"DURO FELGUERA, S.A.","INVERSIONES RIO MAGDALENA, S.L.",1
"DURO FELGUERA, S.A.","INVERSIONES SOMIO, S.R.L.",1
"DURO FELGUERA, S.A.","RESIDENCIAL VEGASOL, S.L.",1
"DURO FELGUERA, S.A.","RODRIGUEZ GARCIA, ACACIO FAUSTINO",1
"DURO FELGUERA, S.A.","SOLCHAGA CATALA, CARLOS",3
"DURO FELGUERA, S.A.","VALERO ARTOLA, FRANCISCO JAVIER",1
"AYCO GRUPO INMOBILIARIO, S.A.","BANCO MARE NOSTRUM, S.A.",3
"AYCO GRUPO INMOBILIARIO, S.A.","COMPLEJOS EMPRESARIALES DEL LEVANTE, S.L.",1
"AYCO GRUPO INMOBILIARIO, S.A.","GRUPO ONOFRE MIGUEL, S.L.",1
"AYCO GRUPO INMOBILIARIO, S.A.","INVERGESTION, SOCIEDAD DE INVERSIONES Y GESTION, S.A.",1
"AYCO GRUPO INMOBILIARIO, S.A.","RGA GESIN, S.L.",1
"AYCO GRUPO INMOBILIARIO, S.A.","SA NOSTRA DE INVERSIONES, E.F.C., S.A.",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","BATUECAS TORREGO, AGUSTIN",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","CUERVO GARCIA, JOSE ALVARO",2
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","DEL VALLE PEREZ, JOSE LUIS",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","DELGADO SOLIS, MANUEL",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","ECHENIQUE LANDIRIBAR, JAVIER",4
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","FLUXA THIENEMANN, SABINA",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","GARCIA FERRER, ANTONIO",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","GRIMA TERRE, JUAN DAVID",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","LOIZAGA VIGURI, JOSE MARIA",3
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","LOPEZ JIMENEZ, PEDRO JOSE",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MARCH DE LA LASTRA, JUAN",3
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",3
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MONZON DE CACERES, JAVIER",2
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","PEREZ RODRIGUEZ, FLORENTINO",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","ROCA JUNYENT, MIGUEL",2
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","SACRISTAN FIDALGO, JULIO",1
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","VALLBONA VADELL, PABLO",1
"ZARDOYA OTIS, S.A.","ABAJO GARCIA, MARIO",1
"ZARDOYA OTIS, S.A.","CALLEJA FERNANDEZ, BERNARDO",1
"ZARDOYA OTIS, S.A.","DEJOUX , PIERRE",1
"ZARDOYA OTIS, S.A.","EURO SYNS, S.A.",1
"ZARDOYA OTIS, S.A.","HARVEY , LINDSAY",1
"ZARDOYA OTIS, S.A.","LOIZAGA VIGURI, JOSE MARIA",3
"ZARDOYA OTIS, S.A.","MESSINA , ANGELO",1
"ZARDOYA OTIS, S.A.","OTIS ELEVATOR COMPANY",1
"ZARDOYA OTIS, S.A.","ZARDOYA ARANA, ALBERTO",1
"SNIACE, S.A.","GOMEZ DE LIAÑO BOTELLA, MIGUEL",1
"SNIACE, S.A.","HERNANDEZ-CANUT FERNANDEZ-ESPAÑA, JUAN YAGO",1
"SNIACE, S.A.","HUERTA CASTILLO, MANUEL",1
"SNIACE, S.A.","LIGNOTECH SWEDEN AB",1
"SNIACE, S.A.","MEZQUITA SAEZ, BLAS",1
"SNIACE, S.A.","REVUELTA FERNANDEZ, FELIX",2
"SNIACE, S.A.","TEMES HERNANDEZ, ANTONIO",1
"SNIACE, S.A.","ZABALLA HOZ, JESUS MANUEL",1
"SACYR VALLEHERMOSO, S.A.","ADROHER BIOSCA, FRANCISCO JAVIER",1
"SACYR VALLEHERMOSO, S.A.","ALVEZ DINIZ VAZ GUEDES, DIOGO",1
"SACYR VALLEHERMOSO, S.A.","AUSTRAL B.V.",3
"SACYR VALLEHERMOSO, S.A.","BETA ASOCIADOS, S.L",1
"SACYR VALLEHERMOSO, S.A.","CARCELLER ARCE, DEMETRIO",4
"SACYR VALLEHERMOSO, S.A.","CORTES DOMINGUEZ, MATIAS",2
"SACYR VALLEHERMOSO, S.A.","CYMOFAG S.L.",1
"SACYR VALLEHERMOSO, S.A.","GRUPO CORPORATIVO FUERTES, S.L.",1
"SACYR VALLEHERMOSO, S.A.","GRUPO SATOCAN, S.A.",1
"SACYR VALLEHERMOSO, S.A.","MANRIQUE CECILIA, MANUEL",2
"SACYR VALLEHERMOSO, S.A.","NCG BANCO, S.A.",2
"SACYR VALLEHERMOSO, S.A.","NCG CORPORACION INDUSTRIAL, S.L.",2
"SACYR VALLEHERMOSO, S.A.","NUEVA COMPAÑIA DE INVERSIONES, S.A.",1
"SACYR VALLEHERMOSO, S.A.","PRILOMI, S.L.",1
"SACYR VALLEHERMOSO, S.A.","PRILOU, S.L.",1
"TELEFONICA, S.A.","ABRIL PEREZ, JOSE MARIA",1
"TELEFONICA, S.A.","ALIERTA IZUEL, CESAREO",2
"TELEFONICA, S.A.","ALMANSA MORENO-BARREDA, JOSE FERNANDO",1
"TELEFONICA, S.A.","ALVAREZ-PALLETE LOPEZ, JOSE MARIA",1
"TELEFONICA, S.A.","CASTILLO SANZ, EVA",2
"TELEFONICA, S.A.","COLOMER CASELLAS, CARLOS",3
"TELEFONICA, S.A.","DE PAZ MANCHO, JAVIER",1
"TELEFONICA, S.A.","ERSKINE , PETER",1
"TELEFONICA, S.A.","FAINE CASAS, ISIDRO",4
"TELEFONICA, S.A.","FERNANDEZ VALBUENA, SANTIAGO",2
"TELEFONICA, S.A.","FERRARI HERRERO, ALFONSO",1
"TELEFONICA, S.A.","FURLAN , LUIS FERNANDO",1
"TELEFONICA, S.A.","HINOJOSA FERNANDEZ DE ANGULO, GONZALO",1
"TELEFONICA, S.A.","ISLA ALVAREZ DE TEJERA, PABLO",2
"TELEFONICA, S.A.","LINARES LOPEZ, JULIO",1
"TELEFONICA, S.A.","MASSANELL LAVILLA, ANTONIO",1
"TELEFONICA, S.A.","MORENO MARTINEZ, IGNACIO",2
"TELEFONICA, S.A.","XIAOBING , CHANG",1
"METROVACESA, S.A.","BEJAR GONZALEZ, ANTONIO JOSE",1
"METROVACESA, S.A.","DELIBES LINIERS, JUAN MANUEL",2
"METROVACESA, S.A.","FERNANDEZ CONQUERO, JOSE Mª",1
"METROVACESA, S.A.","IGLESIAS SORRIBAS, REMIGIO",1
"METROVACESA, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",3
"METROVACESA, S.A.","JIMENEZ DELGADO, JUAN",1
"METROVACESA, S.A.","JIMENEZ MUNIAIN, SIXTO",1
"METROVACESA, S.A.","MORENO MARTINEZ, IGNACIO",2
"METROVACESA, S.A.","PARAJA QUIROS, EDUARDO",2
"METROVACESA, S.A.","PEÑA PESQUEIRA, ALBERTO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AGOSTINO , DANIEL MICHAEL",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AL ATHOBI , HAMED SLOOM MUBARAK",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AL-DHEEB , AHMED HASSAN",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","ARANGUREN ESCOBAR, JOSE EULOGIO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","ARMERO MONTES, MARIO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","FERNANDEZ FRIAL, PEDRO FLORENTINO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL NORAY, S.L.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL RAMAYANA, S.L.U.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL WINCHE, S.L.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","KARTERA 1, S.L.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","KOLENC , STANISLAV MICHAEL",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","LANZA PEREA, JORGE",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","LOPEZ DE SILANES BUSTO, JOSE LUIS MATEO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MARTHILOR, S.A.R.L.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MARTHILORES, S.L.U.",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MIRO ROIG, PEDRO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MORAN MOYA, CARLOS",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","NCG BANCO, S.A.",2
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","TAVARES DE ALMEIDA MOREIRA DA CRUZ, RUI NUNO",1
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","VERRION , ROBERT EDWARD",1
"ENDESA, S.A.","BRENTAN , ANDREA",1
"ENDESA, S.A.","CIOFFI , MASSIMO",1
"ENDESA, S.A.","COMIN , GIANLUCA",1
"ENDESA, S.A.","CONTI , FULVIO",1
"ENDESA, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",3
"ENDESA, S.A.","FERRARIS , LUIGI",1
"ENDESA, S.A.","MONTEJO VELILLA, SALVADOR",1
"ENDESA, S.A.","PRADO EULATE, FRANCISCO DE BORJA",2
"ENDESA, S.A.","ROCA JUNYENT, MIGUEL",2
"INMOBILIARIA COLONIAL, S.A.","BRUGERA CLAVERO, JUAN JOSE",1
"INMOBILIARIA COLONIAL, S.A.","CHETRIT , ALAIN",1
"INMOBILIARIA COLONIAL, S.A.","FAUS SANTASUSANA, JAVIER",1
"INMOBILIARIA COLONIAL, S.A.","FERNANDEZ-LERGA GARRALDA, CARLOS",1
"INMOBILIARIA COLONIAL, S.A.","GRAMUNT SUAREZ, CARLOS",1
"INMOBILIARIA COLONIAL, S.A.","IBAÑEZ GONZALEZ, ALBERTO",1
"INMOBILIARIA COLONIAL, S.A.","IGLESIAS DE USSEL, JAVIER",1
"INMOBILIARIA COLONIAL, S.A.","RANSAC , JEAN LUC",1
"INMOBILIARIA COLONIAL, S.A.","SAGARDOY LONIS, JOSE MARIA",1
"INMOBILIARIA COLONIAL, S.A.","VIÑOLAS SERRA, PEDRO",1
"NH HOTELES, S.A.","ARRATIBEL OLAZIREGI, IGNACIO",1
"NH HOTELES, S.A.","CASIRAGHI , ROSALBA",1
"NH HOTELES, S.A.","CASTRO SOUSA, JOSE ANTONIO",1
"NH HOTELES, S.A.","CIBEIRA MOREIRA, ROBERTO",1
"NH HOTELES, S.A.","CORPORACION FINANCIERA CAJA DE MADRID, S.A.",1
"NH HOTELES, S.A.","ECHENIQUE GORDILLO, RODRIGO",3
"NH HOTELES, S.A.","GONZALEZ FERNANDEZ, CARLOS",1
"NH HOTELES, S.A.","GONZALEZ TEJERA, FEDERICO",2
"NH HOTELES, S.A.","HOTELES PARTICIPADOS, S.L.",1
"NH HOTELES, S.A.","ILLA RUIZ, FRANCISCO JAVIER",1
"NH HOTELES, S.A.","LANAU VIÑALS, RAMON",1
"NH HOTELES, S.A.","LOPEZ-ELOLA GONZALEZ, JOSE MARIA",1
"NH HOTELES, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",4
"NH HOTELES, S.A.","PELISSON , GILLES",1
"NH HOTELES, S.A.","SOCIEDAD DE PROMOCION Y PARTICIPACION EMPRESARIAL CAJA MADRID",1
"URALITA, S.A.","ALARCON ALEJANDRE, JORGE",1
"URALITA, S.A.","ATALAYA INVERSIONES, S.R.L.",1
"URALITA, S.A.","CARRASCOSA RUIZ, JOSE ANTONIO",1
"URALITA, S.A.","GONZALEZ OCHOA, JAVIER",1
"URALITA, S.A.","NEFINSA, S.A.",1
"URALITA, S.A.","NIETO BUESO, JUAN JOSE",1
"URALITA, S.A.","OLLEROS PIÑERO, JOSE IGNACIO",1
"URALITA, S.A.","SERRATOSA LUJAN, FRANCISCO JAVIER",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","ANES ALVAREZ-CASTRILLON, GONZALO",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","B 1998, S.L.",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","BEJAR OCHOA, JUAN",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","CARTERA DEVA, S.A.",2
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","CASTELLS MASANA, JUAN",2
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","DOMINUM DESGA, S.A.",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","DOMINUM DIRECCION Y GESTION, S.A.",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",3
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","FALCO Y FERNANDEZ DE CORDOVA, FERNANDO",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","GARCIA PEREZ, FELIPE BERNABE",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","LARRANZA XXI, S.L.",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","MONTES SANCHEZ, RAFAEL",3
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","OREJA AGUIRRE, MARCELINO",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","ORTEGA GOMEZ, CESAR",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","PEREZ COLMENERO, ANTONIO",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","PROGLIO , HENRI",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","REDONDO TERREROS, NICOLAS",1
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","RIBAS , JAVIER",1
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","CASTELLON LEAL, ENRIQUE",1
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","CORSINI FREESE, MIGUEL",2
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, IVAN",1
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, JAVIER",1
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, JUAN",1
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE LOPEZ, JUAN",1
"NICOLAS CORREA, S.A.","MARTINEZ ABASCAL, EDUARDO",1
"NICOLAS CORREA, S.A.","MEPRO OUTREMER, S.L.",1
"NICOLAS CORREA, S.A.","MOONLECHT, S.L.",1
"NICOLAS CORREA, S.A.","NICOLAS-CORREA BARRAGAN, ANA MARIA",1
"NICOLAS CORREA, S.A.","NICOLAS-CORREA BARRAGAN, JOSE IGNACIO",1
"NICOLAS CORREA, S.A.","ORIOL DÍAZ DE BUSTAMANTE, FELIPE",1
"CORPORACION FINANCIERA ALBA, S.A.","BROOKES , NICHOLAS",1
"CORPORACION FINANCIERA ALBA, S.A.","CARNE CASAS, RAMON",1
"CORPORACION FINANCIERA ALBA, S.A.","DEL CAÑO PALOP, JOSE RAMON",1
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DE LA LASTRA, JUAN",3
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DELGADO, CARLOS",1
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DELGADO, JUAN",1
"CORPORACION FINANCIERA ALBA, S.A.","MARCH JUAN, JUAN",1
"CORPORACION FINANCIERA ALBA, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",3
"CORPORACION FINANCIERA ALBA, S.A.","MORALEDA MARTINEZ, AMPARO",2
"CORPORACION FINANCIERA ALBA, S.A.","NIETO DE LA CIERVA, JOSE",2
"CORPORACION FINANCIERA ALBA, S.A.","SERRA FARRE, JOSE MARIA",2
"AMPER, S.A.","BASTIDA IBARGUEN, LUIS",1
"AMPER, S.A.","BONILLA GANOSA, IGNACIO",1
"AMPER, S.A.","LOPEZ DEL HIERRO BRAVO, IGNACIO",2
"AMPER, S.A.","MATEACHE SACRISTAN, PEDRO",1
"AMPER, S.A.","MATEU ISTURIZ, JOSE FRANCISCO",1
"AMPER, S.A.","MENDEZ PASCUAL, YAGO ENRIQUE",2
"AMPER, S.A.","TORIBIO DAVILA, JUAN JOSE",1
