source,target,value
"BANCO SANTANDER, S.A.","BOTIN-SANZ SAUTUOLA O´SHEA, FRANCISCO JAVIER",1
"BANCO SANTANDER, S.A.","BURNS , TERENCE",1
"BANCO SANTANDER, S.A.","CORBO LIOI, VITTORIO",1
"BANCO SANTANDER, S.A.","DE ASUA ALVAREZ, FERNANDO",2
"BANCO SANTANDER, S.A.","DE LA DEHESA ROMERO, GUILLERMO",4
"BANCO SANTANDER, S.A.","ECHENIQUE GORDILLO, RODRIGO",3
"BANCO SANTANDER, S.A.","GIMENEZ-SALINAS COLOMER, ESTHER",1
"BANCO SANTANDER, S.A.","JADO BECERRO DE BENGOA, ANGEL",1
"BANCO SANTANDER, S.A.","MATUTES JUAN, ABEL",1
"BANCO SANTANDER, S.A.","RODRIGUEZ INCIARTE, JUAN",1
"BANCO SANTANDER, S.A.","RODRIGUEZ INCIARTE, MATIAS PEDRO",2
"BANCO SANTANDER, S.A.","SAENZ ABAD, ALFREDO",2
"BANCO SANTANDER, S.A.","SAENZ ABAD, ALFREDO",2
"BANCO SANTANDER, S.A.","SOTO SERRANO, MANUEL",2
"BANCO SANTANDER, S.A.","TOCINO BISCAROLASAGA, ISABEL",1
"INMOBILIARIA DEL SUR, S.A.","ARRANZ PUMAR, GREGORIO",1
"INMOBILIARIA DEL SUR, S.A.","BENAVENT BLANQUET, CAYETANO",1
"INMOBILIARIA DEL SUR, S.A.","COBIAN OTERO, JOSE LUIS",1
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ CARBONELL, JUAN",1
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ ROMERO, ANDRES CLAUDIO",1
"INMOBILIARIA DEL SUR, S.A.","FERNANDEZ ZAMORANO, JOSE",1
"INMOBILIARIA DEL SUR, S.A.","GALNARES YSERN, ALFONSO",1
"INMOBILIARIA DEL SUR, S.A.","GONZALEZ PEREZ, JOAQUIN",1
"INMOBILIARIA DEL SUR, S.A.","GRANELL BALEN, SALVADOR",1
"INMOBILIARIA DEL SUR, S.A.","HOYOS-LIMON PUMAR, PRUDENCIO",1
"INMOBILIARIA DEL SUR, S.A.","INCRECISA, S.L.",1
"INMOBILIARIA DEL SUR, S.A.","INVERFASUR, S.L.",1
"INMOBILIARIA DEL SUR, S.A.","INVERSIONES AGRICOLAS INDUSTRIALES Y COMERCIALES, S.L.",1
"INMOBILIARIA DEL SUR, S.A.","MARIÑO DOMINGUEZ, LIBERATO",1
"INMOBILIARIA DEL SUR, S.A.","MENEZPLA, S.A.",1
"INMOBILIARIA DEL SUR, S.A.","PUMAR LOPEZ, JOSE MANUEL",1
"INMOBILIARIA DEL SUR, S.A.","PUMAR LOPEZ, RICARDO",1
"INMOBILIARIA DEL SUR, S.A.","SEGURA RODRIGUEZ, JORGE",1
"INMOBILIARIA DEL SUR, S.A.","SEQUEIROS PUMAR, AUGUSTO",1
"ABENGOA, S.A.","ABAURRE LLORENTE, JOSE JOAQUIN",1
"ABENGOA, S.A.","APLICACIONES DIGITALES, S.L.",1
"ABENGOA, S.A.","AYA ABAURRE, JOSE LUIS",1
"ABENGOA, S.A.","BENJUMEA LLORENTE, FELIPE",1
"ABENGOA, S.A.","BENJUMEA LLORENTE, JAVIER",1
"ABENGOA, S.A.","BENJUMEA LLORENTE, MARIA TERESA",1
"ABENGOA, S.A.","BORRELL FONTELLES, JOSE",1
"ABENGOA, S.A.","GRACIA DIEZ, MERCEDES",1
"ABENGOA, S.A.","MARTINEZ RICO, RICARDO",1
"ABENGOA, S.A.","SANCHEZ ORTEGA, MANUEL",1
"ABENGOA, S.A.","SANTIAGO PONSA, CLAUDI",1
"ABENGOA, S.A.","SOLIS GUARDIOLA, IGNACIO",1
"ABENGOA, S.A.","SOLIS MARTINEZ CAMPOS, FERNANDO",1
"ABENGOA, S.A.","SUNDHEIM LOSADA, CARLOS",1
"ABENGOA, S.A.","VELARDE VALIENTE, ALICIA",1
"ECOLUMBER, S.A.","ACALIOS INVEST, S.L.",1
"ECOLUMBER, S.A.","BRINCA 2004 S.L.",1
"ECOLUMBER, S.A.","FINNPLANNERS, S.L.",1
"ECOLUMBER, S.A.","G3T, S.L.",2
"ECOLUMBER, S.A.","NADAL RIBERA, FRANCISCO",1
"ECOLUMBER, S.A.","RELOCATIONS INVERSIONES, S.L.",1
"BANCO DE VALENCIA, S.A.","FONDO DE REESTRUCTURACION ORDENADA BANCARIA",2
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","CASTELLANOS ESCRIG, CARLOS",1
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","LIBERTAS 7, S.A.",1
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","NOBLEJAS SANCHEZ-MIGALLON, ANTONIO",1
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","PERELLO FERRERES, FRANCISCO",1
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","TURRO HOMEDES, CARLOS",1
"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.","TURRO RIBALTA, MARCOS",1
"LIBERTAS 7, S.A.","3 I NO RES, S.L.",1
"LIBERTAS 7, S.A.","BOREL LEMONNIER, AGNES",2
"LIBERTAS 7, S.A.","EUMENES, S.L.",1
"LIBERTAS 7, S.A.","FRAGUAS SOLE, RAFAEL",1
"LIBERTAS 7, S.A.","LUCAS ROMANI, ENRIQUE",1
"LIBERTAS 7, S.A.","NOGUERA BOREL, AGNES",2
"NATRA, S.A.","BARTEN, S.A.",1
"NATRA, S.A.","BEITIA LARRAÑAGA, MIKEL",1
"NATRA, S.A.","BMS PROMOCION Y DESARROLLO, S.L.",2
"NATRA, S.A.","CARAFAL INVESTMENT, S.L.",1
"NATRA, S.A.","CASTICAPITAL, S.A.",1
"NATRA, S.A.","CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.",2
"NATRA, S.A.","EGAÑA AZURMENDI, JUAN IGNACIO",2
"NATRA, S.A.","IBERFOMENTO SA SCR BAJA 18.11.05",4
"NATRA, S.A.","MUÑOZ BERAZA, ANA",1
"NATRA, S.A.","SANTISTEBAN PADRO, PEDRO",1
"NATRA, S.A.","TAMAXAGE XXI, S.L.",1
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","BALFAGON HERNANDEZ, ANTONIO",1
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","BOREL LEMONNIER, AGNES",2
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","CASTELLANO VILLAR, SALVADOR",1
"FINANZAS E INVERSIONES VALENCIANAS, S.A.","NOGUERA PUCHOL, JOSE ANTONIO",1
"CORPORACION DERMOESTETICA, S.A.","BEA GARCIA, ELENA",1
"CORPORACION DERMOESTETICA, S.A.","BONASTRE ARUS, ALVARO",1
"CORPORACION DERMOESTETICA, S.A.","SANCHEZ RODADO, ANTONIO",1
"CORPORACION DERMOESTETICA, S.A.","SUESCUN VERDUGO, JOSE MARIA",1
"LINGOTES ESPECIALES, S.A.","BANCO DE CAJA ESPAÑA DE INVERSIONES, SALAMANCA Y SORIA, S.A.",1
"LINGOTES ESPECIALES, S.A.","CANO DE LA FUENTE, FELIX",1
"LINGOTES ESPECIALES, S.A.","CUADRADO GARCIA, DIDIO",1
"LINGOTES ESPECIALES, S.A.","GALINDO MARTIN, FRANCISCO",1
"LINGOTES ESPECIALES, S.A.","GARRIDO CAPA, VICENTE",1
"LINGOTES ESPECIALES, S.A.","INMUEBLES Y VALORES MARINA HERMANAS, S.L.",1
"LINGOTES ESPECIALES, S.A.","INVERSIONES FUENSALDAÑA, S.A.",1
"LINGOTES ESPECIALES, S.A.","LA PREVISION MALLORQUINA DE SEGUROS, S.A.",1
"LINGOTES ESPECIALES, S.A.","MARTIN CONCHA, EDUARDO",1
"LINGOTES ESPECIALES, S.A.","MOSQUERA LLAMAS, ANGEL JAVIER",1
"LINGOTES ESPECIALES, S.A.","OLIVERI GANDARILLAS, LUIS",1
"EBRO FOODS, S.A.","ALIMENTOS Y ACEITES, S.A.",1
"EBRO FOODS, S.A.","CARCELLER ARCE, DEMETRIO",4
"EBRO FOODS, S.A.","CASTELLO CLEMENTE, FERNANDO",1
"EBRO FOODS, S.A.","COMENGE SANCHEZ-REAL, JOSE IGNACIO",1
"EBRO FOODS, S.A.","DAURELLA COMADRAN, SOLEDAD",3
"EBRO FOODS, S.A.","HERNANDEZ CALLEJAS, ANTONIO",2
"EBRO FOODS, S.A.","HISPAFOODS INVEST S.L.",1
"EBRO FOODS, S.A.","INSTITUTO HISPANICO DEL ARROZ, S.A.",1
"EBRO FOODS, S.A.","NIETO DE LA CIERVA, JOSE",2
"EBRO FOODS, S.A.","OETKER , RUDOLF-AUGUST",2
"EBRO FOODS, S.A.","RUIZ-GALVEZ PRIEGO, EUGENIO",2
"EBRO FOODS, S.A.","SEGURADO GARCIA, JOSE ANTONIO",1
"VOCENTO, S.A.","ANTOÑANZAS ALVEAR, MIGUEL",1
"VOCENTO, S.A.","AZAOLA ARTECHE, FERNANDO",2
"VOCENTO, S.A.","BYCOMELS PRENSA, S.L.",1
"VOCENTO, S.A.","CASGO, S.A.",1
"VOCENTO, S.A.","ECHENIQUE GORDILLO, RODRIGO",3
"VOCENTO, S.A.","ENERGAY DE INVERSIONES, S.L.",1
"VOCENTO, S.A.","ENRIQUEZ NISTAL, LUIS",1
"VOCENTO, S.A.","LIMA, S.L.",1
"VOCENTO, S.A.","MEZOUNA, S.A.",1
"VOCENTO, S.A.","ONCHENA, S.L.",1
"VOCENTO, S.A.","SOTO AGUIRRE, GONZALO",1
"VOCENTO, S.A.","VALJARAFE, S.L.",1
"BODEGAS BILBAINAS, S.A.","CALVO AROCENA, FERNANDO",1
"BODEGAS BILBAINAS, S.A.","MARINE SALUDES, JAIME",1
"BODEGAS BILBAINAS, S.A.","MENDEZONA PEÑA, FERNANDO",1
"BODEGAS BILBAINAS, S.A.","PAGES FONT, JAVIER",1
"BODEGAS BILBAINAS, S.A.","RAVENTOS I CHALBAUD, ANA TERESA",1
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","AUSTRAL B.V.",3
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",3
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","GARTEIZ CASTELLANOS, ALVARO",1
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","LOZANO VALLEJO, FRANCISCO JAVIER",1
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","REAL DE ASUA ARTECHE, JUAN",1
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA VALLEJO, VICTOR",2
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA YBARRA, MARIA",1
"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.","URRUTIA YBARRA, VICTOR",1
"FAES FARMA, S.A.","ARCE GOMEZ, JOSE RAMON",1
"FAES FARMA, S.A.","BASAGOITI PASTOR, CARMEN",1
"FAES FARMA, S.A.","DE LAS MORENAS LOPEZ, CARMELO",1
"FAES FARMA, S.A.","FERNANDEZ DE VALDERRAMA IRIBARNEGARAY, GONZALO",1
"FAES FARMA, S.A.","FERNANDEZ-VALDERRAMA MURILLO, EDUARDO",1
"FAES FARMA, S.A.","MORENO DE ALBORAN Y DE VIERNA, FRANCISCO",1
"FAES FARMA, S.A.","UCAR ANGULO, MARIANO",1
"FAES FARMA, S.A.","USAOLA MENDOZA, FRANCISCO JAVIER",1
"FAES FARMA, S.A.","ZAVALA ORTIZ DE LA TORRE, IÑIGO",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","AZNAR SAINZ, ALEJANDRO",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","BARRENECHEA GUIMON, ALBERTO",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","BARRENECHEA GUIMON, GONZALO",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","GUZMAN URIBE, FRANCISCO JAVIER",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","GUZMAN URIBE, JOSE IGNACIO",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","LIPPERHEIDE AGUIRRE, ISABEL",1
"MINERALES Y PRODUCTOS DERIVADOS, S.A.","PROMOCIONES ARIER, S.L.",1
"OBRASCON HUARTE LAIN, S.A.","GARCIA MADRID, TOMAS",1
"OBRASCON HUARTE LAIN, S.A.","LOPEZ MADRID, JAVIER",1
"OBRASCON HUARTE LAIN, S.A.","MARIN ANDRES, FRANCISCO",1
"OBRASCON HUARTE LAIN, S.A.","ORIOL ICAZA, MONICA",2
"OBRASCON HUARTE LAIN, S.A.","OSUNA GOMEZ, JUAN LUIS",1
"OBRASCON HUARTE LAIN, S.A.","SAAREMA INVERSIONES, S.A.",1
"OBRASCON HUARTE LAIN, S.A.","SOLERA GUTIERREZ, LUIS",1
"OBRASCON HUARTE LAIN, S.A.","TEROL ESTEBAN, ALBERTO MIGUEL",2
"OBRASCON HUARTE LAIN, S.A.","VILLAR MIR, JUAN MIGUEL",1
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, ALVARO",1
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, JUAN",1
"OBRASCON HUARTE LAIN, S.A.","VILLAR-MIR DE FUENTES, SILVIA",1
"IBERDROLA, S.A.","ACEBES PANIAGUA, ANGEL JESUS",1
"IBERDROLA, S.A.","ANTOLIN RAYBAUD, MARIA HELENA",1
"IBERDROLA, S.A.","BARBER , SAMANTHA",1
"IBERDROLA, S.A.","BATTANER ARIAS, SEBASTIAN SERGIO",1
"IBERDROLA, S.A.","DE IRALA ESTEVEZ, XABIER",2
"IBERDROLA, S.A.","DE MIGUEL AYNAT, JULIO",1
"IBERDROLA, S.A.","DE ORIOL E IBARRA, IÑIGO VICTOR",1
"IBERDROLA, S.A.","LAGARES GOMEZ-ABASCAL, MANUEL",3
"IBERDROLA, S.A.","MACHO STADLER, INES",1
"IBERDROLA, S.A.","MARTINEZ LAGE, SANTIAGO",1
"IBERDROLA, S.A.","MEDEL CAMARA, BRAULIO",2
"IBERDROLA, S.A.","SAN PEDRO GUERENABARRENA, JOSE LUIS",1
"IBERDROLA, S.A.","SANCHEZ GALAN, JOSE IGNACIO",1
"IBERDROLA, S.A.","URRUTIA VALLEJO, VICTOR",2
"TUBOS REUNIDOS, S.A.","ABASOLO ALBONIGA, PEDRO",1
"TUBOS REUNIDOS, S.A.","DELCLAUX DE LA SOTA, ALBERTO JOSE",1
"TUBOS REUNIDOS, S.A.","ESTEVE ROMERO, FRANCISCO JOSE",1
"TUBOS REUNIDOS, S.A.","GOMEZ DE OLEA MENDARO, JOAQUIN",2
"TUBOS REUNIDOS, S.A.","IRIBECAMPOS ZUBIA, JUAN JOSE",2
"TUBOS REUNIDOS, S.A.","MAÑAS ANTON, LUIS ALBERTO",1
"TUBOS REUNIDOS, S.A.","NOGUERA DE ERQUIAGA, LUIS FERNANDO",1
"TUBOS REUNIDOS, S.A.","PORTOCARRERO ZORRILLA LEQUERICA, ENRIQUE",1
"TUBOS REUNIDOS, S.A.","VELASCO BARROETABEÑA, ROBERTO",1
"TUBOS REUNIDOS, S.A.","YBARRA AZNAR, EMILIO",1
"TUBOS REUNIDOS, S.A.","ZORRILLA DE LEQUERICA PUIG, LETICIA",1
"DEOLEO, S.A.","ATENCIA ROBLEDO, MANUEL",1
"DEOLEO, S.A.","BANCO MARE NOSTRUM, S.A.",3
"DEOLEO, S.A.","BARREIRO SEOANE, JOSE",1
"DEOLEO, S.A.","CARBO FERNANDEZ, JAIME",1
"DEOLEO, S.A.","CORPORACION EMPRESARIAL CAJASOL, S.A.U.",1
"DEOLEO, S.A.","DE LEON MOLINARI, JOSE MARIA",2
"DEOLEO, S.A.","FANJUL MARTIN, OSCAR",2
"DEOLEO, S.A.","GONZALEZ RUIZ, LUIS",1
"DEOLEO, S.A.","HERNANDEZ CALLEJAS, ANTONIO",2
"DEOLEO, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",3
"DEOLEO, S.A.","KLEIN , DANIEL",1
"DEOLEO, S.A.","LOPEZ LOPEZ, ANTONIO",1
"DEOLEO, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",3
"DEOLEO, S.A.","MONTE DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA, ANTEQUERA Y JAEN (UNICAJA)",1
"DEOLEO, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",4
"ELECNOR, S.A.","AZAOLA ARTECHE, FERNANDO",2
"ELECNOR, S.A.","CERVERA EARLE, GONZALO BORJA",1
"ELECNOR, S.A.","DE ORAA MOYUA, GABRIEL",1
"ELECNOR, S.A.","GOMEZ DE OLEA MENDARO, JOAQUIN",2
"ELECNOR, S.A.","GONZALEZ AGUILAR ENRILE, CRISTOBAL",1
"ELECNOR, S.A.","LANDECHO SARABIA, JUAN",1
"ELECNOR, S.A.","LEON DOMECQ, FERNANDO MARIA",1
"ELECNOR, S.A.","MARTIN DE BUSTAMANTE VEGA, RAFAEL",1
"ELECNOR, S.A.","MORENES GILES, MIGUEL",1
"ELECNOR, S.A.","PRADO ARANGUREN, RAFAEL",1
"ELECNOR, S.A.","PRADO GARCIA, JOSE MARIA",1
"ELECNOR, S.A.","REAL DE ASUA ARTECHE, JAIME",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","ALFARO DRAKE, TOMAS",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","ALVAREZ MEZQUIRIZ, JUAN CARLOS",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","BUSTAMANTE DE LA MORA, RAMON",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","CANO FERNANDEZ, ANGEL",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","FERNANDEZ RIVERO, JOSE ANTONIO",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","FERRERO JORDI, IGNACIO",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","GARIJO LOPEZ, BELEN",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","GONZALEZ RODRIGUEZ, FRANCISCO",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","LORING MARTINEZ DE IRUJO, CARLOS",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","MALDONADO RAMOS, JOSE",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","MEDINA FERNANDEZ, ENRIQUE",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","PALAO GARCIA-SUELTO, JOSE LUIS",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","PI LLORENS, JUAN",1
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","RODRIGUEZ VIDARTE, SUSANA",1
"INVERFIATC, S.A.","BUXO BOSCH, RAFAEL",1
"INVERFIATC, S.A.","CASTELLS TRIUS, JOAN",1
"INVERFIATC, S.A.","CRUZATE BERNALDO DE QUIROS, ENRIQUE",1
"INVERFIATC, S.A.","FIATC MUTUA DE SEGUROS Y DE REASEGUROS A PRIMA FIJA",2
"INVERFIATC, S.A.","GABARRO FERRER, JOAQUIN MARIA",1
"INVERFIATC, S.A.","LINHARD MILCH, JOSE",1
"INVERFIATC, S.A.","PASCUAL LAPEÑA, NURIA",1
"INVERFIATC, S.A.","SOLER CASCALES, SALVADOR",1
"INVERFIATC, S.A.","VIDAL REGARD, EDUARDO F.",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","AGUIRRE UNCETA, JUAN LUIS",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","BARRENECHEA DELGADO, JOSE AITOR",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","BAÑARES PARERA, JAVIER",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CABEZA GIL-CASARES, ANTONIO",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CAREAGA AZCARRAGA, AITOR-JON",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CONSTANS ROS, FRANCISCO",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","MORERA GUAJARDO, ENRIQUE",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","NEIL, S.A.",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","PEREIRA PEREZ, CAMILO",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","ROIG FARRAN, TRINIDAD",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","SEGARRA TORRE, JOSE ANTONIO",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","VIDAL VIA, JOSE MARIA",1
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","ZUBIRI OTEIZA, DANIEL",1
"GRIFOLS, S.A.","DAGA GELABERT, TOMAS",1
"GRIFOLS, S.A.","GLANZMANN , THOMAS",1
"GRIFOLS, S.A.","GRIFOLS ROURA, VICTOR",1
"GRIFOLS, S.A.","INGERSOL , WILLIAM BRET",1
"GRIFOLS, S.A.","ISASI FERNANDEZ  DE BOBADILLA, LUIS",1
"GRIFOLS, S.A.","JANNOTTA , EDGAR DALZELL",1
"GRIFOLS, S.A.","MAYER , STEVEN FRANCIS",1
"GRIFOLS, S.A.","RIERA ROCA, RAMON",1
"GRIFOLS, S.A.","THORTHOL HOLDINGS, B.V.",1
"GRIFOLS, S.A.","TWOSE ROURA, JUAN IGNACIO",1
"GRIFOLS, S.A.","VEIGA LLUCH, ANNA",1
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","ARMONIA EN ACCION, S.L.",1
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","BORGES MEDITERRANEAN GROUP, S.L.",1
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","PONT VILADOMIU, S.L.",1
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","SEGARRA FERRE, ANGEL",2
"INMOFIBAN, S.A.","HERRERO CASTILLO, ANTONIO",1
"INMOFIBAN, S.A.","ICETA BERECIBAR, JOSE MARIA",1
"INMOFIBAN, S.A.","MARTINEZ HERRERO, SERGIO",1
"INMOFIBAN, S.A.","MOREDA BLANCO, ANGEL",1
"ALMIRALL, S.A.","ARENA DE LA MORA, JUAN",5
"ALMIRALL, S.A.","BRAVO ANDREU, DANIEL",1
"ALMIRALL, S.A.","CONDE CONDE, LUCIANO",1
"ALMIRALL, S.A.","DORREPAAL , KARIN LOUISE",1
"ALMIRALL, S.A.","GALLARDO BALLART, ANTONIO",1
"ALMIRALL, S.A.","GALLARDO BALLART, JORGE",1
"ALMIRALL, S.A.","LINDMARK , BERTIL",1
"ALMIRALL, S.A.","MAYR , GERHARD",1
"ALMIRALL, S.A.","MCKILLOP , TOM",1
"ALMIRALL, S.A.","SANCHIZ YRAZU, EDUARDO",1
"AMCI HABITAT, S.A.","FRANCO CORRONS, PEDRO",1
"FERGO AISA, S.A.","FAJAS TURA, RAMON",1
"FERGO AISA, S.A.","FERNANDEZ GOMEZ, CARLOS",1
"FERGO AISA, S.A.","GRAU PUJADAS, GREGORIO",1
"FERGO AISA, S.A.","HORTALA VALLVE, JUAN",1
"FERGO AISA, S.A.","PARPAL MARFA, JORDI",1
"FERGO AISA, S.A.","PATAU IGLESIAS, RAIMOND",1
"PLARREGA INVEST 2000, S.A.","ALCOLEA CAPITAL GESTION, S.L.",1
"PLARREGA INVEST 2000, S.A.","LUNA GARCIA, ALFONSO",1
"FERSA ENERGIAS RENOVABLES, S.A.","COMSA EMTE ENERGIAS RENOVALES, S.L.U.",1
"FERSA ENERGIAS RENOVABLES, S.A.","CORPORACION EMPRESARIAL CAJA MURCIA, S.L.U.",1
"FERSA ENERGIAS RENOVABLES, S.A.","EOLICA NAVARRA, S.L.U.",1
"FERSA ENERGIAS RENOVABLES, S.A.","GARCIA-NIETO PORTABELLA, IGNACIO",1
"FERSA ENERGIAS RENOVABLES, S.A.","GRUPO CATALANA OCCIDENTE, S.A.",1
"FERSA ENERGIAS RENOVABLES, S.A.","GRUPO EMPRESARIAL ENHOL, S.L.",1
"FERSA ENERGIAS RENOVABLES, S.A.","HOMS I FERRET, FRANCESC",1
"FERSA ENERGIAS RENOVABLES, S.A.","LARFON S.A.",1
"FERSA ENERGIAS RENOVABLES, S.A.","MYTAROS B.V.",1
"FERSA ENERGIAS RENOVABLES, S.A.","SARROCA PUNSOLA, ESTEBAN",1
"RENTA CORPORACION REAL ESTATE, S.A.","CARRASCO BRUGADA, JAVIER",1
"RENTA CORPORACION REAL ESTATE, S.A.","GALLOSTRA ISEM, JUAN",1
"RENTA CORPORACION REAL ESTATE, S.A.","HERNANDEZ DE CABANYES, ELENA",1
"RENTA CORPORACION REAL ESTATE, S.A.","HERNANDEZ DE CABANYES, LUIS",1
"RENTA CORPORACION REAL ESTATE, S.A.","HERRERO FERNANDEZ, BLAS",1
"RENTA CORPORACION REAL ESTATE, S.A.","LOPEZ DEL HIERRO BRAVO, IGNACIO",2
"RENTA CORPORACION REAL ESTATE, S.A.","TUSQUETS TRIAS DE BES, CARLOS",1
"RENTA CORPORACION REAL ESTATE, S.A.","VILA BALTA, DAVID",1
"VUELING AIRLINES, S.A.","COLOMER CASELLAS, CARLOS",3
"VUELING AIRLINES, S.A.","CRUZ DE LLANO, ALEJANDRO",1
"VUELING AIRLINES, S.A.","DE CASTRO FERNANDEZ, JAIME MANUEL",1
"VUELING AIRLINES, S.A.","DONAIRE RODRIGUEZ, ENRIQUE",1
"VUELING AIRLINES, S.A.","FARIZA BATANERO, JOSE MARIA",1
"VUELING AIRLINES, S.A.","FERNANDEZ VILLAMANDOS, MIGUEL ANGEL",1
"VUELING AIRLINES, S.A.","LOPEZ COLMENAREJO, MANUEL",1
"VUELING AIRLINES, S.A.","MARIN LAPLANA, ISABEL",1
"VUELING AIRLINES, S.A.","MEJIA GOMEZ, PEDRO JESUS",1
"VUELING AIRLINES, S.A.","PIQUE CAMPS, JOSE",4
"VUELING AIRLINES, S.A.","PONT SANCHEZ, JORGE",1
"VUELING AIRLINES, S.A.","VILLALBA VILA, DANIEL",1
"EDP RENOVAVEIS, S.A.","ALONSO IMAZ, GABRIEL",1
"EDP RENOVAVEIS, S.A.","AUGUST , GILLES",1
"EDP RENOVAVEIS, S.A.","AZEVEDO HENRIQUES DOS SANTOS, JORGE MANUEL",1
"EDP RENOVAVEIS, S.A.","BELARD DA FONSECA LOPES, JOAO JOSE",1
"EDP RENOVAVEIS, S.A.","CALDEIRA DE CASTEL-BRANCO, VALVERDE",1
"EDP RENOVAVEIS, S.A.","DE MELLO FRANCO, JOAO MANUEL",1
"EDP RENOVAVEIS, S.A.","DO PRANTO NOGUEIRA LEITE, ANTONIO",1
"EDP RENOVAVEIS, S.A.","FERREIRA MACHADO, JOSE",1
"EDP RENOVAVEIS, S.A.","GUERRA NUNES MEXIA, ANTONIO LUIS",1
"EDP RENOVAVEIS, S.A.","LIBERADO MOTA PILOTO., ACACIO JAIME",1
